,job_title,job_company,job_details,location,experience,salary,min_salary,max_salary,min_experience
160,business development - market analyst (internship),Kili Kili Adventure,"['Jakarta', 'IDR\xa02.000.000 - 10.000.000', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,"['IDR', '2.000.000', '-', '10.000.000']",2000000,10000000,0
161,data engineer,PT. Cudo Communications,"['Tangerang', 'IDR\xa08.000.000 - 10.000.000', '1 – 3 tahun']",Tangerang,1 – 3 tahun,"['IDR', '8.000.000', '-', '10.000.000']",8000000,10000000,1
162,data engineer,PT Metranet,"['Jakarta', 'IDR\xa05.000.000 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '5.000.000', '-', '10.000.000']",5000000,10000000,1
163,data engineer,Port Cities,"['Semarang', 'IDR\xa02.900.000 - 3.300.000', '1 – 3 tahun']",Semarang,1 – 3 tahun,"['IDR', '2.900.000', '-', '3.300.000']",2900000,3300000,1
164,business development analyst,PT Gamatechno Indonesia,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
165,data scientist,Aiforesee,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
166,data manager,Ajaib,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
167,business analyst,Digital Envision,"['Semarang', 'IDR\xa03.000.000 - 5.000.000', '1 – 3 tahun']",Semarang,1 – 3 tahun,"['IDR', '3.000.000', '-', '5.000.000']",3000000,5000000,1
168,data scientist,Xylo,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
169,business analyst,Pt. Empore Hezer Tama,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
170,data scientist,Codex Powered by Telkom Indonesia,"['Jakarta', '5 – 10 tahun']",Jakarta,5 – 10 tahun,[],0,0,5
171,system analyst ,PT. Folarium Innotek Indonesia,"['Tebet, Jakarta', 'IDR\xa06.000.000 - 8.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '6.000.000', '-', '8.000.000']",6000000,8000000,1
172,data scientist,Nalagenetics,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
173,data scientist,Hukumonline.com,"['TB Simatupang, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
174,acquisition analyst internship,Furee,"['Setiabudi, Jakarta', 'IDR\xa01.000.000 - 1.200.000', '']",Jakarta,,"['IDR', '1.000.000', '-', '1.200.000']",1000000,1200000,0
175,business analyst,Bisnis Integrasi Global,"['Kuningan, Jakarta', 'IDR\xa05.000.000 - 8.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '5.000.000', '-', '8.000.000']",5000000,8000000,1
176,business analyst,Bizhare,"['Menteng, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
177,data engineer,Ics Compute,"['Kuningan, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
178,system analyst ,Bina Nusantara Group,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
179,data engineer,Nawatech,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
180,product analyst,JULO,"['Jakarta', 'Login to view estimated salary by Glints.', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['Login', 'to', 'view', 'estimated', 'salary', 'by', 'Glints.']",0,0,1
181,data engineer,Viddsee,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
182,data analyst,,"['Semarang', '3 – 5 tahun']",Semarang,3 – 5 tahun,[],0,0,3
183,administration staff,PT. Kita Bisa Teknologi ,"['Tangerang', 'IDR\xa04.500.000 - 5.000.000', '1 – 3 tahun']",Tangerang,1 – 3 tahun,"['IDR', '4.500.000', '-', '5.000.000']",4500000,5000000,1
184,data engineer,Agate,"['Bandung', '1 – 3 tahun']",Bandung,1 – 3 tahun,[],0,0,1
185,data engineer,Port Cities,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
186,marketing analyst staff,PT Adev Natural Indonesia,"['Bogor', '']",Bogor,,[],0,0,0
187,data scientist,Pt Simplefi Teknologi Indonesia,"['Kuningan, Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
188,performance analyst,TokoTalk,"['Jakarta', 'Login to view estimated salary by Glints.', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['Login', 'to', 'view', 'estimated', 'salary', 'by', 'Glints.']",0,0,3
189,data scientist,Moslem Community Application,"['Jakarta', 'IDR\xa010.000.000 - 15.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '10.000.000', '-', '15.000.000']",10000000,15000000,3
190,data scientist,Kamoro Maxima Integra,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
191,data engineer,Htc Global Services,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
192,data engineer,Hypebeast,"['Jakarta', '5 – 10 tahun']",Jakarta,5 – 10 tahun,[],0,0,5
193,data engineer,PT Cybertrend Intrabuana,"['Cilandak, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
194,data engineer,Thinkmatch,"['Jakarta', 'IDR\xa00 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '0', '-', '10.000.000']",0,10000000,1
195,data engineer,PT 360 Teknologi Indonesia,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
196,analyst,PT Cerdas Digital Nusantara (CAKAP),"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
197,senior data operations,Gtech Group,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
198,data engineer,PT Paragon Pratama Teknologi (StickEarn),"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
199,business analyst,Pt Lucas Digital Indonesia,"['Palmerah, Jakarta', 'IDR\xa07.500.000 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '7.500.000', '-', '10.000.000']",7500000,10000000,1
200,data scientist,Id/x Partners,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
201,business analyst,PT. Mandiri International Technology,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
202,data scientist,Pt Autentika Digital Indonesia,"['SCBD, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
203,data engineer,Pt Komunitas Anak Bangsa,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
204,data project assistant,Pt Krakatau Karya Abadi,"['Jakarta', 'IDR\xa05.000.000 - 9.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '5.000.000', '-', '9.000.000']",5000000,9000000,1
205,business analyst,PT Indocyber Global Teknologi,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
206,business analyst,Maxxi Tani Teknologi,"['Surabaya', 'IDR\xa05.000.000 - 6.000.000', '1 – 3 tahun']",Surabaya,1 – 3 tahun,"['IDR', '5.000.000', '-', '6.000.000']",5000000,6000000,1
207,business analyst,Cv.gink Technology,"['Bandar Lampung', 'IDR\xa04.000.000 - 8.000.000', '3 – 5 tahun']",Bandar Lampung,3 – 5 tahun,"['IDR', '4.000.000', '-', '8.000.000']",4000000,8000000,3
208,credit analyst,Movus Technologies,"['Tanah Abang, Jakarta', 'IDR\xa05.000.000 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '5.000.000', '-', '10.000.000']",5000000,10000000,1
209,system analyst ,Pt Medika Digital Nusantara,"['Yogyakarta', 'Kurang dari setahun']",Yogyakarta,Kurang dari setahun,[],0,0,0
210,business analyst,PT Code Development Indonesia,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
211,quantitative analyst,PT. Sentadell Alpha Indonesia,"['Kebayoran Baru, Jakarta', 'IDR\xa065.000.000 - 125.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '65.000.000', '-', '125.000.000']",65000000,125000000,1
212,data scientist,PT Sinar Mitra Sepadan Finance (Orix Japan),"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
213,data platform engineer,Pt Esri Indonesia,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
214,business analyst,Berrybenka.com,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
215,data scientist,Confidential Company Talenthunt 1 -010,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
216,financial analyst ,Pt Asia Rekapita Nusantara,"['Tanah Abang, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
217,business analyst,99.co,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
218,data scientist,Pt Simplefi Teknologi Indonesia,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
219,data engineer,Pt Gits Indonesia,"['Bandung', '3 – 5 tahun']",Bandung,3 – 5 tahun,[],0,0,3
220,administration officer ,PT Visionet Data Internasional,"['Senayan, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
221,product analyst,Sinbad,"['Jakarta', 'IDR\xa07.000.000 - 9.000.000', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,"['IDR', '7.000.000', '-', '9.000.000']",7000000,9000000,0
222,staf keuangan,PT Multi Trans Data,"['Tanah Abang, Jakarta', 'IDR\xa05.000.000 - 7.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '5.000.000', '-', '7.000.000']",5000000,7000000,3
223,data scientist,Ajaib,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
224,system analyst ,KlikACC,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
225,business analyst,Tropic World Paradise,"['Kalideres, Jakarta', 'IDR\xa04.000.000 - 5.500.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '4.000.000', '-', '5.500.000']",4000000,5500000,3
226,data analytic,Bina Nusantara Group,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
227,data scientist,Pt Simplefi Teknologi Indonesia,"['Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
228,data engineer,Pt Vostra Internasional,"['Tangerang', '1 – 3 tahun']",Tangerang,1 – 3 tahun,[],0,0,1
229,system analyst ,Arbeit Consultancy,"['Jakarta', 'Login to view estimated salary by Glints.', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['Login', 'to', 'view', 'estimated', 'salary', 'by', 'Glints.']",0,0,3
230,data scientist,Thinkmatch,"['Jakarta', 'IDR\xa00 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '0', '-', '10.000.000']",0,10000000,1
231,data analytic,Bina Nusantara Group,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
232,data engineer,PT. Deptech Digital Indonesia,"['Kuningan, Jakarta', 'IDR\xa08.000.000 - 12.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '8.000.000', '-', '12.000.000']",8000000,12000000,3
233,system analyst ,Cv. Konsultan Teknologi Indonesia,"['Cempaka Putih, Jakarta', 'IDR\xa015.000.000 - 20.000.000', '5 – 10 tahun']",Jakarta,5 – 10 tahun,"['IDR', '15.000.000', '-', '20.000.000']",15000000,20000000,5
234,it cyber security analyst,PT Visionet Data Internasional,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
235,system analyst ,Pt. Batara Guru Teknologi,"['Blok M, Jakarta', 'IDR\xa06.000.000 - 7.500.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '6.000.000', '-', '7.500.000']",6000000,7500000,3
236,data tech officer,Shift Academy,"['Jakarta', 'IDR\xa06.500.000 - 9.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '6.500.000', '-', '9.000.000']",6500000,9000000,1
237,data engineer,Generasi Teknologi Buana,"['Jakarta', '5 – 10 tahun']",Jakarta,5 – 10 tahun,[],0,0,5
238,business analyst,Act Foundation,"['TB Simatupang, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
239,business analyst,PT. Asian Sigma Technology,"['Sunter, Jakarta', 'IDR\xa06.000.000 - 12.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '6.000.000', '-', '12.000.000']",6000000,12000000,3
240,data scientist,Pt Simplefi Teknologi Indonesia,"['Kuningan, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
241,data storyteller,DKK Consulting,"['Jakarta', '']",Jakarta,,[],0,0,0
242,business analyst,Andalin,"['Jakarta', '']",Jakarta,,[],0,0,0
243,business analyst,PT. Asian Sigma Technology,"['Jakarta', 'IDR\xa09.000.000 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '9.000.000', '-', '10.000.000']",9000000,10000000,1
244,data engineer,PT Bobobox Mitra Indonesia,"['Bandung', '3 – 5 tahun']",Bandung,3 – 5 tahun,[],0,0,3
245,data scientist,Pt Datasintesa Teknologi Nusantara,"['Cilandak, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
246,data science lecturer (jkt),Purwadhika Digital Technology School,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
247,business intelligence analyst ,Pt Krakatau Karya Abadi,"['Surabaya', 'IDR\xa05.000.000 - 9.000.000', '1 – 3 tahun']",Surabaya,1 – 3 tahun,"['IDR', '5.000.000', '-', '9.000.000']",5000000,9000000,1
248,system analyst ,PT Metranet,"['Bandung', 'IDR\xa05.000.000 - 15.000.000', '1 – 3 tahun']",Bandung,1 – 3 tahun,"['IDR', '5.000.000', '-', '15.000.000']",5000000,15000000,1
249,system analyst ,PT Qtasnim Digital Teknologi,"['Bandung', '1 – 3 tahun']",Bandung,1 – 3 tahun,[],0,0,1
250,data preparation - scripter,Deka Marketing Research,"['Kebayoran Baru, Jakarta', 'IDR\xa04.500.000 - 5.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '4.500.000', '-', '5.000.000']",4500000,5000000,1
251,data engineer,PT. Asian Sigma Technology,"['Sunter, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
252,data engineer,PowerCommerce.Asia,"['Mampang Prapatan, Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
253,it solution analyst,Pt Linov Roket Prestasi,"['Tebet, Jakarta', 'IDR\xa08.000.000 - 12.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '8.000.000', '-', '12.000.000']",8000000,12000000,3
254,research & data coordinator,Pt Hara Anargya Indonesia,"['Bandung', 'IDR\xa03.000.000 - 6.000.000', '3 – 5 tahun']",Bandung,3 – 5 tahun,"['IDR', '3.000.000', '-', '6.000.000']",3000000,6000000,3
255,research & data coordinator,Pt Hara Anargya Indonesia,"['Bandung', 'IDR\xa03.000.000 - 6.000.000', '3 – 5 tahun']",Bandung,3 – 5 tahun,"['IDR', '3.000.000', '-', '6.000.000']",3000000,6000000,3
256,research & data coordinator,Pt Hara Anargya Indonesia,"['Bandung', 'IDR\xa03.000.000 - 5.000.000', '3 – 5 tahun']",Bandung,3 – 5 tahun,"['IDR', '3.000.000', '-', '5.000.000']",3000000,5000000,3
257,staff admin online ,PT Altama Surya Anugerah,"['Penjaringan, Jakarta', 'IDR\xa04.500.000 - 6.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '4.500.000', '-', '6.000.000']",4500000,6000000,1
258,data engineer,Kitalulus,"['Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
259,business analyst,PT Nawadata Solutions,"['Jakarta', 'IDR\xa07.000.000 - 12.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '7.000.000', '-', '12.000.000']",7000000,12000000,3
260,resepsionis,Pt Graha Perdana Indah (gardens At Candi Sawangan),"['Depok', 'IDR\xa04.000.000 - 4.500.000', '1 – 3 tahun']",Depok,1 – 3 tahun,"['IDR', '4.000.000', '-', '4.500.000']",4000000,4500000,1
261,marketing analyst,Altea Care (pt Sehat Digital Nusantara),"['Tangerang', '1 – 3 tahun']",Tangerang,1 – 3 tahun,[],0,0,1
262,business analyst,Dezire Technologies Pte Ltd,"['Jakarta', 'IDR\xa015.000.000 - 22.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '15.000.000', '-', '22.000.000']",15000000,22000000,3
263,data engineer,Sayurbox,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
264,finance analyst manager,Pt Kafilah Teknologi Indonesia,"['Depok', 'IDR\xa04.000.000 - 7.000.000', '1 – 3 tahun']",Depok,1 – 3 tahun,"['IDR', '4.000.000', '-', '7.000.000']",4000000,7000000,1
265,data engineer,Bina Nusantara Group,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
266,data engineer,PT Bobobox Mitra Indonesia,"['Bandung', '1 – 3 tahun']",Bandung,1 – 3 tahun,[],0,0,1
267,product analyst,Blibli,"['Gambir, Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
268,data center automation engineer ,Pt. Ekagrata Data Gemilang ( Edge ),"['Jakarta', 'Login to view estimated salary by Glints.', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['Login', 'to', 'view', 'estimated', 'salary', 'by', 'Glints.']",0,0,3
269,data scientist,Id/x Partners,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
270,isg analyst (intern),AIA Singapore Pte Ltd,"['Batam', '1 – 3 tahun']",Batam,1 – 3 tahun,[],0,0,1
271,business analyst,Studycle,"['Bandung', '']",Bandung,,[],0,0,0
272,business intelligence analyst,Ninja Xpress,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
273,business analyst,PT Cerdas Digital Nusantara (CAKAP),"['Grogol Petamburan, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
274,data visualization / information designer,Pt Krakatau Karya Abadi,"['Jakarta', 'IDR\xa05.000.000 - 9.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '5.000.000', '-', '9.000.000']",5000000,9000000,1
275,data scientist,PT NUSA INTI SATU ARTHA (DOKU),"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
276,it solution analyst,PT Code Development Indonesia,"['Jakarta', 'Login to view estimated salary by Glints.', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['Login', 'to', 'view', 'estimated', 'salary', 'by', 'Glints.']",0,0,3
277,data operation intern,Gtech Group,"['Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
278,talent acquisition intern ,Glints Indonesia,"['Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
279,data engineer,Nucleusbi,"['Denpasar', '1 – 3 tahun']",Denpasar,1 – 3 tahun,[],0,0,1
280,business analyst,PT Indocyber Global Teknologi,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
281,equity research analyst,Pilarmas Investindo Sekuritas,"['Jakarta', '']",Jakarta,,[],0,0,0
282,data engineer,PT YOU Indonesia,"['Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
283,microbiology analyst,Pt. Mcdelica Food Indonesia,"['Serang', 'IDR\xa04.215.180 - 4.215.181', '1 – 3 tahun']",Serang,1 – 3 tahun,"['IDR', '4.215.180', '-', '4.215.181']",4215180,0,1
284,system analyst ,Htc Global Services,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
285,business analyst,PT Mobile Sarana Sentosa,"['Grogol Petamburan, Jakarta', 'IDR\xa06.000.000 - 15.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '6.000.000', '-', '15.000.000']",6000000,15000000,1
286,data engineer,Zenius Education,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
287,data engineer,Pt. Amartha Mikro Fintek,"['Jakarta', '5 – 10 tahun']",Jakarta,5 – 10 tahun,[],0,0,5
288,social media analyst,Vidio,"['Senayan, Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
289,software analyst,Telogic LTD,"['Cilandak, Jakarta', 'IDR\xa08.000.000 - 15.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '8.000.000', '-', '15.000.000']",8000000,15000000,3
290,system analyst ,PT Tonjoo Gagas Teknologi,"['Sleman', 'IDR\xa03.000.000 - 4.500.000', '1 – 3 tahun']",Sleman,1 – 3 tahun,"['IDR', '3.000.000', '-', '4.500.000']",3000000,4500000,1
291,technical analyst,PT. Mindo Small Business Solutions,"['Yogyakarta', 'IDR\xa04.000.000 - 7.000.000', '1 – 3 tahun']",Yogyakarta,1 – 3 tahun,"['IDR', '4.000.000', '-', '7.000.000']",4000000,7000000,1
292,business analyst,For Her,"['Kebayoran Lama, Jakarta', 'IDR\xa02.000.000 - 6.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '2.000.000', '-', '6.000.000']",2000000,6000000,1
293,business analyst,Pt Linov Roket Prestasi,"['Menteng, Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
294,business analyst,Abhati Group,"['Sunter, Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
295,data engineer,Trg,"['Jakarta', '3 – 5 tahun']",Jakarta,3 – 5 tahun,[],0,0,3
296,business analyst,PT Inti Corpora Teknologi,"['Tanah Abang, Jakarta', 'IDR\xa012.000.000 - 25.000.000', '3 – 5 tahun']",Jakarta,3 – 5 tahun,"['IDR', '12.000.000', '-', '25.000.000']",12000000,25000000,3
297,business analyst,Pt Vanz Inovatif Teknologi (qbit),"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
298,data engineer,Pt. Oto Klix Indonesia,"['Kebayoran Lama, Jakarta', 'IDR\xa07.000.000 - 10.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '7.000.000', '-', '10.000.000']",7000000,10000000,1
299,data science engineer,Pt Merah Cipta Media,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
300,business analyst,Nawatech,"['Jakarta', 'IDR\xa05.000.000 - 8.000.000', '1 – 3 tahun']",Jakarta,1 – 3 tahun,"['IDR', '5.000.000', '-', '8.000.000']",5000000,8000000,1
301,business analyst,PT Geek Seat Indonesia,"['Bandung', '3 – 5 tahun']",Bandung,3 – 5 tahun,[],0,0,3
302,business analyst,PT. Barrans Global Mandiri,"['Bandung', '5 – 10 tahun']",Bandung,5 – 10 tahun,[],0,0,5
303,business intelligence analyst,Zenius Education,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
304,head of data science,Pt Mega Perintis Tbk,"['Jakarta', '5 – 10 tahun']",Jakarta,5 – 10 tahun,[],0,0,5
305,system analyst ,Bisnis Indonesia Group,"['Jakarta', 'Kurang dari setahun']",Jakarta,Kurang dari setahun,[],0,0,0
306,business operations analyst ,Quipper,"['Jakarta', '1 – 3 tahun']",Jakarta,1 – 3 tahun,[],0,0,1
